id,ecephys_probe_id,local_index,probe_horizontal_position,probe_vertical_position,anterior_posterior_ccf_coordinate,dorsal_ventral_ccf_coordinate,left_right_ccf_coordinate,ecephys_structure_id,ecephys_structure_acronym
849707038,792645501,122,59,1240,8026,2847,8543,726,DG
849707040,792645501,123,27,1240,8026,2840,8547,726,DG
849707042,792645501,124,43,1260,8027,2832,8551,726,DG
849707044,792645501,125,11,1260,8027,2825,8554,726,DG
849707046,792645501,126,59,1280,8028,2811,8562,726,DG
849707048,792645501,127,27,1280,8029,2803,8566,726,DG
849707050,792645501,128,43,1300,8029,2796,8570,726,DG
849707052,792645501,129,11,1300,8030,2789,8574,726,DG
849707054,792645501,130,59,1320,8030,2782,8578,726,DG
849707056,792645501,131,27,1320,8031,2775,8582,726,DG
849707058,792645501,132,43,1340,8031,2768,8586,726,DG
849707060,792645501,133,11,1340,8032,2754,8594,726,DG
849707062,792645501,134,59,1360,8032,2747,8599,726,DG
849707064,792645501,135,27,1360,8033,2740,8603,726,DG
849707066,792645501,136,43,1380,8033,2733,8607,726,DG
849707068,792645501,137,11,1380,8034,2726,8611,726,DG
849707070,792645501,138,59,1400,8034,2720,8615,726,DG
849707072,792645501,139,27,1400,8035,2706,8624,726,DG
849707074,792645501,140,43,1420,8035,2699,8628,726,DG
849707076,792645501,141,11,1420,8036,2692,8633,726,DG
849707078,792645501,142,59,1440,8036,2686,8637,726,DG
849707080,792645501,143,27,1440,8037,2679,8641,382,CA1
849707082,792645501,144,43,1460,8037,2672,8646,382,CA1
849707084,792645501,145,11,1460,8038,2659,8655,382,CA1
849707086,792645501,146,59,1480,8038,2653,8659,382,CA1
849707088,792645501,147,27,1480,8039,2646,8664,382,CA1
849707090,792645501,148,43,1500,8039,2639,8668,382,CA1
849707092,792645501,149,11,1500,8040,2633,8673,382,CA1
849707094,792645501,150,59,1520,8040,2626,8677,382,CA1
849707098,792645501,152,43,1540,8041,2607,8691,382,CA1
849707100,792645501,153,11,1540,8042,2601,8696,382,CA1
849707102,792645501,154,59,1560,8042,2594,8701,382,CA1
849707104,792645501,155,27,1560,8043,2588,8705,382,CA1
849707106,792645501,156,43,1580,8043,2581,8710,382,CA1
849707108,792645501,157,11,1580,8044,2569,8720,382,CA1
849707110,792645501,158,59,1600,8045,2562,8725,382,CA1
849707112,792645501,159,27,1600,8045,2556,8729,382,CA1
849707114,792645501,160,43,1620,8046,2550,8734,382,CA1
849707116,792645501,161,11,1620,8046,2544,8739,382,CA1
849707118,792645501,162,59,1640,8047,2537,8744,382,CA1
849707120,792645501,163,27,1640,8047,2525,8754,382,CA1
849707122,792645501,164,43,1660,8048,2519,8759,382,CA1
849707124,792645501,165,11,1660,8048,2512,8764,382,CA1
849707126,792645501,166,59,1680,8049,2506,8769,382,CA1
849707128,792645501,167,27,1680,8049,2500,8774,382,CA1
849707130,792645501,168,43,1700,8050,2494,8779,382,CA1
849707132,792645501,169,11,1700,8051,2482,8789,382,CA1
849707134,792645501,170,59,1720,8051,2476,8795,382,CA1
849707136,792645501,171,27,1720,8052,2469,8800,382,CA1
849707138,792645501,172,43,1740,8052,2463,8805,382,CA1
849707140,792645501,173,11,1740,8052,2457,8810,382,CA1
849707142,792645501,174,59,1760,8053,2451,8815,382,CA1
849707144,792645501,175,27,1760,8053,2445,8820,382,CA1
849707146,792645501,176,43,1780,8054,2433,8831,382,CA1
849707148,792645501,177,11,1780,8054,2427,8836,382,CA1
849707150,792645501,178,59,1800,8055,2421,8841,382,CA1
849707152,792645501,179,27,1800,8055,2414,8847,382,CA1
849707154,792645501,180,43,1820,8056,2408,8852,382,CA1
849707156,792645501,181,11,1820,8056,2402,8857,382,CA1
849707158,792645501,182,59,1840,8057,2390,8868,382,CA1
849707160,792645501,183,27,1840,8057,2384,8873,382,CA1
849707162,792645501,184,43,1860,8057,2378,8879,382,CA1
849707164,792645501,185,11,1860,8058,2371,8884,382,CA1
849707166,792645501,186,59,1880,8058,2365,8889,382,CA1
849707168,792645501,187,27,1880,8058,2359,8895,382,CA1
849707172,792645501,189,11,1900,8059,2340,8911,382,CA1
849707174,792645501,190,59,1920,8060,2333,8917,382,CA1
849707176,792645501,191,27,1920,8060,2327,8922,382,CA1
849707178,792645501,192,43,1940,8060,2321,8927,382,CA1
849707180,792645501,193,11,1940,8060,2314,8933,382,CA1
849707182,792645501,194,59,1960,8061,2301,8944,382,CA1
849707184,792645501,195,27,1960,8061,2295,8949,382,CA1
849707186,792645501,196,43,1980,8061,2288,8955,382,CA1
849707188,792645501,197,11,1980,8062,2281,8960,382,CA1
849707190,792645501,198,59,2000,8062,2275,8966,382,CA1
849707192,792645501,199,27,2000,8062,2268,8971,382,CA1
849707194,792645501,200,43,2020,8062,2254,8982,382,CA1
849707196,792645501,201,11,2020,8063,2248,8988,382,CA1
849707198,792645501,202,59,2040,8063,2241,8993,382,CA1
849707200,792645501,203,27,2040,8063,2234,8999,382,CA1
849707202,792645501,204,43,2060,8063,2227,9004,382,CA1
849707204,792645501,205,11,2060,8063,2220,9010,382,CA1
849707206,792645501,206,59,2080,8063,2206,9021,382,CA1
849707208,792645501,207,27,2080,8063,2199,9027,382,CA1
849707210,792645501,208,43,2100,8064,2192,9032,382,CA1
849707212,792645501,209,11,2100,8064,2185,9038,382,CA1
849707214,792645501,210,59,2120,8064,2178,9043,382,CA1
849707216,792645501,211,27,2120,8064,2171,9049,382,CA1
849707218,792645501,212,43,2140,8064,2156,9060,382,CA1
849707220,792645501,213,11,2140,8064,2149,9065,382,CA1
849707222,792645501,214,59,2160,8064,2142,9071,382,CA1
849707224,792645501,215,27,2160,8064,2135,9076,382,CA1
849707226,792645501,216,43,2180,8064,2127,9082,382,CA1
849707228,792645501,217,11,2180,8064,2120,9087,382,CA1
849707230,792645501,218,59,2200,8064,2106,9098,382,CA1
849707232,792645501,219,27,2200,8064,2098,9104,382,CA1
849707234,792645501,220,43,2220,8065,2091,9109,382,CA1
849707236,792645501,221,11,2220,8065,2084,9115,382,CA1
849707238,792645501,222,59,2240,8065,2076,9120,382,CA1
849707240,792645501,223,27,2240,8065,2069,9126,669,VIS
849707242,792645501,224,43,2260,8065,2062,9131,669,VIS
849707244,792645501,225,11,2260,8065,2047,9142,669,VIS
849707246,792645501,226,59,2280,8065,2040,9148,669,VIS
849707250,792645501,228,43,2300,8065,2025,9159,669,VIS
849707252,792645501,229,11,2300,8065,2017,9164,669,VIS
849707254,792645501,230,59,2320,8065,2010,9170,669,VIS
849707256,792645501,231,27,2320,8065,2003,9175,669,VIS
849707258,792645501,232,43,2340,8065,1995,9180,669,VIS
849707260,792645501,233,11,2340,8065,1980,9191,669,VIS
849707262,792645501,234,59,2360,8065,1973,9197,669,VIS
849707264,792645501,235,27,2360,8065,1965,9202,669,VIS
849707266,792645501,236,43,2380,8065,1958,9208,669,VIS
849707268,792645501,237,11,2380,8065,1951,9213,669,VIS
849707270,792645501,238,59,2400,8065,1943,9218,669,VIS
849707272,792645501,239,27,2400,8065,1936,9224,669,VIS
849707274,792645501,240,43,2420,8065,1928,9229,669,VIS
849707276,792645501,241,11,2420,8065,1913,9240,669,VIS
849707278,792645501,242,59,2440,8065,1906,9245,669,VIS
849707280,792645501,243,27,2440,8065,1899,9251,669,VIS
849707282,792645501,244,43,2460,8065,1891,9256,669,VIS
849707284,792645501,245,11,2460,8065,1884,9261,669,VIS
849707286,792645501,246,59,2480,8065,1876,9267,669,VIS
849707288,792645501,247,27,2480,8065,1869,9272,669,VIS
849707290,792645501,248,43,2500,8065,1861,9278,669,VIS
849707292,792645501,249,11,2500,8065,1854,9283,669,VIS
849707294,792645501,250,59,2520,8065,1839,9294,669,VIS
849707296,792645501,251,27,2520,8065,1832,9299,669,VIS
849707298,792645501,252,43,2540,8065,1824,9304,669,VIS
849707300,792645501,253,11,2540,8065,1817,9310,669,VIS
849707302,792645501,254,59,2560,8065,1809,9315,669,VIS
849707304,792645501,255,27,2560,8065,1802,9320,669,VIS
849707306,792645501,256,43,2580,8065,1795,9326,669,VIS
849707308,792645501,257,11,2580,8065,1787,9331,669,VIS
849707310,792645501,258,59,2600,8065,1772,9342,669,VIS
849707312,792645501,259,27,2600,8065,1765,9347,669,VIS
849707314,792645501,260,43,2620,8065,1757,9352,669,VIS
849707316,792645501,261,11,2620,8065,1750,9358,669,VIS
849707318,792645501,262,59,2640,8065,1743,9363,669,VIS
849707320,792645501,263,27,2640,8065,1735,9368,669,VIS
849707324,792645501,265,11,2660,8065,1720,9379,669,VIS
849707326,792645501,266,59,2680,8065,1706,9390,669,VIS
849707328,792645501,267,27,2680,8065,1698,9395,669,VIS
849707330,792645501,268,43,2700,8065,1691,9400,669,VIS
849707332,792645501,269,11,2700,8065,1684,9406,669,VIS
849707334,792645501,270,59,2720,8065,1676,9411,669,VIS
849707336,792645501,271,27,2720,8065,1669,9416,669,VIS
849707338,792645501,272,43,2740,8065,1661,9422,669,VIS
849707340,792645501,273,11,2740,8065,1654,9427,669,VIS
849707342,792645501,274,59,2760,8065,1639,9438,669,VIS
849707344,792645501,275,27,2760,8065,1632,9443,669,VIS
849707346,792645501,276,43,2780,8065,1625,9448,669,VIS
849707348,792645501,277,11,2780,8065,1617,9454,669,VIS
849707350,792645501,278,59,2800,8065,1610,9459,669,VIS
849707352,792645501,279,27,2800,8065,1603,9464,669,VIS
849707354,792645501,280,43,2820,8065,1596,9470,669,VIS
849707356,792645501,281,11,2820,8065,1588,9475,669,VIS
849707358,792645501,282,59,2840,8066,1574,9486,669,VIS
849707360,792645501,283,27,2840,8066,1566,9491,669,VIS
849707362,792645501,284,43,2860,8066,1559,9496,669,VIS
849707364,792645501,285,11,2860,8066,1552,9502,669,VIS
849707366,792645501,286,59,2880,8066,1545,9507,669,VIS
849707368,792645501,287,27,2880,8066,1537,9512,669,VIS
849707370,792645501,288,43,2900,8066,1530,9518,669,VIS
849707372,792645501,289,11,2900,8066,1523,9523,669,VIS
849707374,792645501,290,59,2920,8066,1516,9529,669,VIS
849707376,792645501,291,27,2920,8066,1501,9539,669,VIS
849707378,792645501,292,43,2940,8066,1494,9545,669,VIS
849707380,792645501,293,11,2940,8066,1487,9550,669,VIS
849707382,792645501,294,59,2960,8067,1480,9555,669,VIS
849707384,792645501,295,27,2960,8067,1473,9561,669,VIS
849707386,792645501,296,43,2980,8067,1465,9566,669,VIS
849707388,792645501,297,11,2980,8067,1458,9571,669,VIS
849707390,792645501,298,59,3000,8067,1451,9577,669,VIS
849707392,792645501,299,27,3000,8067,1437,9588,669,VIS
849707394,792645501,300,43,3020,8067,1430,9593,669,VIS
849707396,792645501,301,11,3020,8067,1423,9598,669,VIS
849707398,792645501,302,59,3040,8067,1416,9604,669,VIS
849707402,792645501,304,43,3060,8068,1401,9614,669,VIS
849707404,792645501,305,11,3060,8068,1394,9620,669,VIS
849707406,792645501,306,59,3080,8068,1387,9625,669,VIS
849707408,792645501,307,27,3080,8068,1373,9636,669,VIS
849707410,792645501,308,43,3100,8068,1366,9642,669,VIS
849707412,792645501,309,11,3100,8068,1359,9647,669,VIS
849707414,792645501,310,59,3120,8069,1352,9652,,
849707416,792645501,311,27,3120,8069,1345,9658,,
849707418,792645501,312,43,3140,8069,1338,9663,,
849707420,792645501,313,11,3140,8069,1331,9669,,
849707422,792645501,314,59,3160,8069,1324,9674,,
849707424,792645501,315,27,3160,8069,1317,9680,,
849707426,792645501,316,43,3180,8070,1310,9685,,
849707428,792645501,317,11,3180,8070,1303,9690,,
849707430,792645501,318,59,3200,8070,1297,9696,,
849707432,792645501,319,27,3200,8070,1290,9701,,
849707434,792645501,320,43,3220,8070,1283,9707,,
849707436,792645501,321,11,3220,8071,1276,9712,,
849707438,792645501,322,59,3240,8071,1269,9718,,
849707440,792645501,323,27,3240,8071,1262,9723,,
849707442,792645501,324,43,3260,8071,1248,9734,,
849707444,792645501,325,11,3260,8072,1241,9740,,
849707446,792645501,326,59,3280,8072,1235,9745,,
849707448,792645501,327,27,3280,8072,1228,9751,,
849707450,792645501,328,43,3300,8072,1221,9756,,
849707452,792645501,329,11,3300,8072,1214,9762,,
849707454,792645501,330,59,3320,8073,1207,9767,,
849707456,792645501,331,27,3320,8073,1200,9773,,
849707458,792645501,332,43,3340,8073,1194,9778,,
849707460,792645501,333,11,3340,8073,1187,9784,,
849707462,792645501,334,59,3360,8074,1180,9789,,
849707464,792645501,335,27,3360,8074,1173,9795,,
849707466,792645501,336,43,3380,8074,1166,9800,,
849707468,792645501,337,11,3380,8074,1160,9806,,
849707470,792645501,338,59,3400,8075,1153,9811,,
849707472,792645501,339,27,3400,8075,1146,9817,,
849707476,792645501,341,11,3420,8075,1133,9828,,
849707478,792645501,342,59,3440,8076,1126,9834,,
849707480,792645501,343,27,3440,8076,1119,9839,,
849707482,792645501,344,43,3460,8076,1112,9845,,
849707484,792645501,345,11,3460,8077,1106,9850,,
849707486,792645501,346,59,3480,8077,1099,9856,,
849707488,792645501,347,27,3480,8077,1092,9861,,
849707490,792645501,348,43,3500,8078,1079,9872,,
849707492,792645501,349,11,3500,8078,1072,9878,,
849707494,792645501,350,59,3520,8078,1065,9883,,
849707496,792645501,351,27,3520,8079,1059,9889,,
849707498,792645501,352,43,3540,8079,1052,9895,,
849707500,792645501,353,11,3540,8079,1045,9900,,
849707502,792645501,354,59,3560,8080,1039,9906,,
849707504,792645501,355,27,3560,8080,1032,9911,,
849707506,792645501,356,43,3580,8080,1025,9917,,
849707508,792645501,357,11,3580,8081,1018,9922,,
849707510,792645501,358,59,3600,8081,1012,9928,,
849707512,792645501,359,27,3600,8082,1005,9933,,
849707514,792645501,360,43,3620,8082,998,9939,,
849707516,792645501,361,11,3620,8082,992,9944,,
849707518,792645501,362,59,3640,8083,985,9950,,
849707520,792645501,363,27,3640,8083,978,9955,,
849707522,792645501,364,43,3660,8083,972,9961,,
849707524,792645501,365,11,3660,8084,965,9966,,
849707526,792645501,366,59,3680,8084,958,9972,,
849707528,792645501,367,27,3680,8084,952,9978,,
849707530,792645501,368,43,3700,8085,945,9983,,
849707532,792645501,369,11,3700,8085,938,9989,,
849707534,792645501,370,59,3720,8086,932,9994,,
849707536,792645501,371,27,3720,8086,925,10000,,
849707538,792645501,372,43,3740,8087,912,10011,,
849707540,792645501,373,11,3740,8087,905,10016,,
849707542,792645501,374,59,3760,8088,898,10021,,
849707544,792645501,375,27,3760,8088,892,10027,,
849707546,792645501,376,43,3780,8089,885,10032,,
849707548,792645501,377,11,3780,8089,878,10038,,
849707550,792645501,378,59,3800,8089,871,10043,,
849707554,792645501,380,43,3820,8090,858,10054,,
849707556,792645501,381,11,3820,8091,851,10060,,
849707558,792645501,382,59,3840,8091,845,10065,,
849707560,792645501,383,27,3840,8092,838,10071,,
849708312,792645499,1,11,20,7846,3338,8981,463,CA3
849708314,792645499,2,59,40,7850,3331,8983,463,CA3
849708316,792645499,3,27,40,7854,3324,8985,463,CA3
849708318,792645499,4,43,60,7858,3317,8987,463,CA3
849708320,792645499,5,11,60,7862,3310,8989,463,CA3
849708322,792645499,6,59,80,7865,3303,8991,463,CA3
849708324,792645499,7,27,80,7869,3297,8993,463,CA3
849708326,792645499,8,43,100,7873,3290,8995,463,CA3
849708328,792645499,9,11,100,7877,3283,8998,463,CA3
849708330,792645499,10,59,120,7881,3276,9000,463,CA3
849708332,792645499,11,27,120,7885,3269,9002,463,CA3
849708334,792645499,12,43,140,7892,3255,9006,463,CA3
849708336,792645499,13,11,140,7896,3248,9009,463,CA3
849708338,792645499,14,59,160,7900,3241,9011,463,CA3
849708340,792645499,15,27,160,7904,3234,9013,463,CA3
849708342,792645499,16,43,180,7908,3227,9015,463,CA3
849708344,792645499,17,11,180,7912,3221,9018,463,CA3
849708346,792645499,18,59,200,7916,3214,9020,463,CA3
849708348,792645499,19,27,200,7919,3207,9022,463,CA3
849708350,792645499,20,43,220,7923,3200,9024,463,CA3
849708352,792645499,21,11,220,7927,3193,9027,463,CA3
849708354,792645499,22,59,240,7931,3186,9029,463,CA3
849708356,792645499,23,27,240,7935,3179,9031,463,CA3
849708358,792645499,24,43,260,7939,3172,9034,463,CA3
849708360,792645499,25,11,260,7942,3165,9036,463,CA3
849708362,792645499,26,59,280,7946,3158,9038,423,CA2
849708364,792645499,27,27,280,7950,3151,9041,423,CA2
849708366,792645499,28,43,300,7954,3144,9043,423,CA2
849708368,792645499,29,11,300,7957,3137,9046,423,CA2
849708370,792645499,30,59,320,7961,3130,9048,423,CA2
849708372,792645499,31,27,320,7965,3123,9050,423,CA2
849708374,792645499,32,43,340,7969,3116,9053,423,CA2
849708376,792645499,33,11,340,7972,3109,9055,382,CA1
849708378,792645499,34,59,360,7976,3102,9058,382,CA1
849708380,792645499,35,27,360,7980,3095,9060,382,CA1
849708384,792645499,37,11,380,7991,3074,9067,382,CA1
849708386,792645499,38,59,400,7994,3067,9070,382,CA1
849708388,792645499,39,27,400,7998,3060,9072,382,CA1
849708390,792645499,40,43,420,8002,3053,9075,382,CA1
849708392,792645499,41,11,420,8005,3046,9077,382,CA1
849708394,792645499,42,59,440,8009,3039,9079,382,CA1
849708396,792645499,43,27,440,8012,3033,9082,382,CA1
849708398,792645499,44,43,460,8016,3026,9084,382,CA1
849708400,792645499,45,11,460,8019,3019,9087,382,CA1
849708402,792645499,46,59,480,8023,3012,9089,382,CA1
849708404,792645499,47,27,480,8026,3005,9092,382,CA1
849708406,792645499,48,43,500,8030,2998,9094,382,CA1
849708408,792645499,49,11,500,8033,2991,9097,382,CA1
849708410,792645499,50,59,520,8037,2984,9099,382,CA1
849708412,792645499,51,27,520,8040,2977,9101,382,CA1
849708414,792645499,52,43,540,8043,2970,9104,382,CA1
849708416,792645499,53,11,540,8047,2963,9106,382,CA1
849708418,792645499,54,59,560,8050,2956,9109,382,CA1
849708420,792645499,55,27,560,8053,2949,9111,382,CA1
849708422,792645499,56,43,580,8057,2942,9113,382,CA1
849708424,792645499,57,11,580,8060,2935,9116,382,CA1
849708426,792645499,58,59,600,8063,2928,9118,382,CA1
849708428,792645499,59,27,600,8067,2921,9121,382,CA1
849708430,792645499,60,43,620,8073,2907,9126,382,CA1
849708432,792645499,61,11,620,8076,2900,9128,382,CA1
849708434,792645499,62,59,640,8079,2893,9130,382,CA1
849708436,792645499,63,27,640,8082,2886,9133,382,CA1
849708438,792645499,64,43,660,8085,2879,9135,382,CA1
849708440,792645499,65,11,660,8089,2872,9138,382,CA1
849708442,792645499,66,59,680,8092,2865,9140,382,CA1
849708444,792645499,67,27,680,8095,2858,9142,382,CA1
849708446,792645499,68,43,700,8098,2851,9145,382,CA1
849708448,792645499,69,11,700,8101,2844,9147,382,CA1
849708450,792645499,70,59,720,8104,2837,9150,382,CA1
849708452,792645499,71,27,720,8107,2831,9152,382,CA1
849708454,792645499,72,43,740,8110,2824,9155,382,CA1
849708456,792645499,73,11,740,8112,2817,9157,382,CA1
849708458,792645499,74,59,760,8115,2810,9160,382,CA1
849708462,792645499,76,43,780,8121,2796,9164,382,CA1
849708464,792645499,77,11,780,8124,2789,9167,382,CA1
849708466,792645499,78,59,800,8127,2782,9169,382,CA1
849708468,792645499,79,27,800,8130,2775,9172,382,CA1
849708470,792645499,80,43,820,8132,2768,9175,382,CA1
849708472,792645499,81,11,820,8135,2761,9177,382,CA1
849708474,792645499,82,59,840,8138,2755,9180,382,CA1
849708476,792645499,83,27,840,8141,2748,9182,382,CA1
849708478,792645499,84,43,860,8146,2734,9187,382,CA1
849708480,792645499,85,11,860,8149,2727,9190,382,CA1
849708482,792645499,86,59,880,8151,2720,9193,382,CA1
849708484,792645499,87,27,880,8154,2713,9195,382,CA1
849708486,792645499,88,43,900,8157,2707,9198,382,CA1
849708488,792645499,89,11,900,8159,2700,9201,382,CA1
849708490,792645499,90,59,920,8162,2693,9203,382,CA1
849708492,792645499,91,27,920,8165,2686,9206,382,CA1
849708494,792645499,92,43,940,8167,2679,9209,382,CA1
849708496,792645499,93,11,940,8170,2673,9212,382,CA1
849708498,792645499,94,59,960,8173,2666,9215,382,CA1
849708500,792645499,95,27,960,8175,2659,9217,382,CA1
849708502,792645499,96,43,980,8178,2652,9220,382,CA1
849708504,792645499,97,11,980,8180,2645,9223,382,CA1
849708506,792645499,98,59,1000,8183,2639,9226,382,CA1
849708508,792645499,99,27,1000,8185,2632,9229,382,CA1
849708510,792645499,100,43,1020,8188,2625,9232,382,CA1
849708512,792645499,101,11,1020,8190,2618,9235,382,CA1
849708514,792645499,102,59,1040,8193,2611,9238,382,CA1
849708516,792645499,103,27,1040,8195,2605,9241,382,CA1
849708518,792645499,104,43,1060,8198,2598,9244,382,CA1
849708520,792645499,105,11,1060,8200,2591,9247,382,CA1
849708522,792645499,106,59,1080,8203,2584,9250,382,CA1
849708524,792645499,107,27,1080,8205,2578,9253,382,CA1
849708526,792645499,108,43,1100,8210,2564,9259,382,CA1
849708528,792645499,109,11,1100,8213,2557,9262,382,CA1
849708530,792645499,110,59,1120,8215,2550,9265,382,CA1
